!=	BaiduTAG	语言术语
!DOCTYPE	BaiduCARD	！文档类型，一个文档类型标记是一种<a>标准通用标记语言</a>的文档类型声明，它的目的是要告诉<a>标准通用标记语言</a>解析器，它应该使用什么样的文档类型定义（<a>DTD</a>）来解析<a>文档</a>。
!DOCTYPE	BaiduTAG	科技
!DOCTYPE	BaiduTAG	计算机学
!DOCTYPE	中文名	！文档类型
!DOCTYPE	外文名	DOCument TYPE
!K7	BaiduTAG	音乐
!K7	BaiduTAG	专辑
!K7	BaiduTAG	音乐人物
..与爱	小说进度	已完结
..与爱	连载网站	新浪读书
..井	BaiduTAG	文学作品
..井	BaiduTAG	小说作品
..井	BaiduTAG	小说
..井	BaiduTAG	文学书籍
..井	中文名	..井
..井	作者	微妙爱情~!
..井	小说进度	已完结
..井	连载网站	晋江文学城
..回不去	BaiduTAG	文学书籍
..回不去	BaiduTAG	文学作品
..回不去	BaiduTAG	小说作品
..回不去	BaiduTAG	小说
..回不去	中文名	..回不去
..回不去	作者	木木
..回不去	小说进度	已完结
..回不去	连载网站	晋江文学城
..在下的不举还有救么	BaiduTAG	小说作品
..在下的不举还有救么	BaiduTAG	文学作品
..在下的不举还有救么	BaiduTAG	文学书籍
..在下的不举还有救么	BaiduTAG	小说
..在下的不举还有救么	中文名	..在下的不举还有救么
..在下的不举还有救么	作者	幽聆
..在下的不举还有救么	小说进度	连载
..在下的不举还有救么	连载网站	晋江文学城
..夺命终结（沉睡天使）(DVD)	BaiduTAG	书籍
..夺命终结（沉睡天使）(DVD)	ISBN	9787883616634
..夺命终结（沉睡天使）(DVD)	出版时间	1900-01-01
..夺命终结（沉睡天使）(DVD)	出版社	吉林文化音像
..夺命终结（沉睡天使）(DVD)	定价	12.0
..无法判定	BaiduTAG	文学作品
..无法判定	BaiduTAG	文学书籍
..无法判定	BaiduTAG	小说
..无法判定	BaiduTAG	小说作品
..无法判定	中文名	..无法判定
..无法判定	作者	有鸟
..无法判定	小说进度	已完结
..无法判定	连载网站	晋江文学城
..时代之幻变时代	BaiduTAG	文学作品
..时代之幻变时代	BaiduTAG	小说作品
..时代之幻变时代	BaiduTAG	小说
..时代之幻变时代	BaiduTAG	文学书籍
..时代之幻变时代	中文名	..时代之幻变时代
..时代之幻变时代	作者	枫雨绮
..时代之幻变时代	小说进度	连载
..时代之幻变时代	连载网站	晋江文学城
..直到河流到终点	BaiduTAG	小说
..直到河流到终点	BaiduTAG	小说作品
..直到河流到终点	BaiduTAG	文学作品
..直到河流到终点	BaiduTAG	文学书籍
..直到河流到终点	中文名	..直到河流到终点
..直到河流到终点	作者	outsider
..直到河流到终点	小说进度	连载
..直到河流到终点	连载网站	连城读书
..空	中文名	。。。空
..空	作者	花开无声
..空	小说进度	连载
..空	连载网站	新浪读书
..被污染的城市	BaiduTAG	小说
..被污染的城市	BaiduTAG	文学作品
..被污染的城市	BaiduTAG	小说作品
..被污染的城市	BaiduTAG	文学书籍
..被污染的城市	中文名	..被污染的城市
..被污染的城市	作者	吴百燕
..被污染的城市	小说进度	已完结
..被污染的城市	连载网站	云中书城
..走调	BaiduTAG	文学作品
..走调	BaiduTAG	小说
..走调	BaiduTAG	小说作品
..走调	BaiduTAG	文学书籍
..走调	中文名	..走调
..走调	作者	飞翼恋偶
..走调	小说进度	连载
..走调	连载网站	晋江文学城
.22 LR	BaiduCARD	.22 LR全名“.22 Long Rifle”，是一历史悠久的底缘底火式(Rimfire)子弹。如按照销售记录言，到目前仍然是全世界最普遍的子弹。被使用于许多步枪、手枪、左轮手枪、甚至是滑膛散弹枪。数十年来是全世界最受欢迎的子弹。也是少数同时被广泛使用于步枪与手枪的子弹之一。一世纪多以来，几乎每家枪械制造厂最少都会制造一型使用.22 LR的枪械。
.22 LR	BaiduTAG	社会
.22 LR	BaiduTAG	武器装备
.22 LR	BaiduTAG	军事人物
.22 LR	BaiduTAG	军事
.22 LR	BaiduTAG	行业人物
.22 LR	中文名	.22 LR
.22 LR	前代弹系	.22 Long
.22 LR	原产地	<a>美国</a>
.22 LR	类型	步枪子弹
.30卡宾枪弹	BaiduCARD	M1卡宾枪所使用·30卡宾枪弹是由温彻斯特公司在0.32英寸1905式半自动步枪弹的基础上，根据美国军方提出的轻型自动步枪的指标，将其外部尺寸略加修改而成。由于弹壳长约33mm，也称为7.62×33mm枪弹。该弹在1940年被美军正式采用和定型为“.30口径M1卡宾枪普通弹”。
.30卡宾枪弹	BaiduTAG	武器装备
.30卡宾枪弹	BaiduTAG	军事
.30卡宾枪弹	中文名	.30卡宾枪弹
.30卡宾枪弹	原产国	美国
.30卡宾枪弹	生产公司	温彻斯特公司
.44 MAGNUM	BaiduTAG	军事事件
.50 BMG	BaiduTAG	军事
.50 BMG	中文名	12.7*99mm大口径机枪弹
.50 BMG	主要使用国	北约国家
.50 BMG	外文名	.50 Browning Machine Gun
.50 BMG	底火种类	伯克塞
.50 BMG	研制	约翰·摩西·勃朗宁
.9.png	BaiduCARD	.9.PNG是安卓开发里面的一种特殊的图片，这种格式的图片通过ADT自带的编辑工具生成，使用九宫格切分的方法，使图片支持在android 环境下的自适应展示。
.9.png	BaiduTAG	计算机学
.9.png	中文名	.9.png
.9.png	全称	PNG is Not GI
.9.png	外文名	.9.png
.9.png	特点	自适应调节大小
.9.png	类型	图形文件格式
.BIZ域名	.biz	是新的国际顶级域名
.BIZ域名	BaiduCARD	.biz是新的国际顶级域名，com域名的有力竞争者，同时也是com的天然替代者，biz 为英文“business”的缩写，代表着商业领域，在com资源日渐枯竭的情况下，.biz拥有众多的域名可供选择，biz必将代替com成为企业注册域名的首选。biz与com分属于不同的机构来管理，.biz的管理机构是NeuLevel公司，它与因特网域名与地址管理机构（ICANN）签约作为NeuLevel注册的独家运作商。.biz是世界上第一个专为企业用户开设的Internet环境。除能增强企业的网上形象之外，.biz数据库平台能提供更高效的服务，促进电子商务的发展。简单地说，.biz就代表商业。
.BIZ域名	BaiduTAG	经济
.BIZ域名	biz	为英文“business”的缩写
.BIZ域名	中文名	.BIZ域名
.BIZ域名	注册优势	.biz使你摆脱当前域名的混乱局面
.BIZ域名	注册规则	只提供英文字母数字
.BIZ域名	简介	com域名的有力竞争者
.CM	BaiduCARD	CM域名，是因特网域名治理机构ICANN为喀麦隆国家分配的顶级域名（ccTLD），由于其外形酷似COM域名与CN域名而受欢迎。国内著名的Cm域名注册查询曾谈到：注域名注Cm，得富得贵得天下。目前很多CN域名被域名投资者拥有，而Cm域名还有很多的机会。|||CM特指“传媒”、"中国移动"含义，也可理解成英文“China Mobile”（中国移动）、”China Mercantile“（中国商业）、“China Mall“（中国商城）、“China Made”（中国制造）、"Chinese Media"（传媒）、和“Chinese Mainland”（中国大陆）的缩写，被称之为中国第二个“.Cn”域名，含义明确、简单易记。.Cm域名美观板正，视觉稳重，可以是商业、商城、企业、媒体、移动类网站的天然选择，非常适合建站。|||·Cm域名本身具有typo域名的特性优势，有时网民打字搜索com或者cn域名的时候，在浏览器中看见的却是cm域名而不是com或cn域名，因此·cm域名就具有相当客观的自然流量，它被业界称为具有较高的投资和建站价值。
.CM	BaiduTAG	网站域名
.CM	BaiduTAG	域名管理
.CM	BaiduTAG	国家域名
.CM	BaiduTAG	域名注册
.CM	BaiduTAG	域名
.CM	分配机构	ICANN
.CM	名称	.CM
.CM	开发时间	2009年8月1日
.CM	性质	因特网域名
.COM与游戏规则：IT法律分类问答	BaiduTAG	书籍
.COM与游戏规则：IT法律分类问答	书名	.COM与游戏规则：IT法律分类问答
.COM与游戏规则：IT法律分类问答	出版社	中国科学技术大学出版社
.COM与游戏规则：IT法律分类问答	装帧	平装
.COM与游戏规则：IT法律分类问答	页数	309页
.COM域名	BaiduCARD	.com域名，<a>国际</a>最广泛流行的通用<a>域名</a>格式。国际化公司都会注册。com域名；当然也可以选择·net/.org以·com为结尾的国际域名。例如表示工商企业的 .com，表示网络提供商的·net，表示非盈利组织的·org等。二是国内域名，又称为国内顶级域名（national top-level domainnames，简称nTLDs），即按照国家的不同分配不同后缀，这些域名即为该国的国内<a>顶级域名</a>。
.COM域名	BaiduTAG	公司
.DNG格式	BaiduTAG	计算机学
.DS_Store	BaiduTAG	计算机学
.HK	BaiduCARD	.hk域名是我国香港特别行政区的域名，具有强烈鲜明的标识作用。香港作为全球金融中心和大中国地区和世界接轨的港口，作为世界经济明珠，.hk域名是几乎所有香港企业选择的域名。
.HK	BaiduTAG	公司
.HR架构模式	BaiduTAG	管理学
.HR架构模式	中文名	HR架构模式
.HR架构模式	外文名	Hr architecture patterns
.HR架构模式	平台软件	应用级
.HR架构模式	平台软件	工具级
.HR架构模式	平台软件	系统级
.HR架构模式	服务内容	培训
.HR架构模式	服务内容	招聘求职
.HR架构模式	服务内容	HR人才派遣
.Hack//Sign	BaiduCARD	.Hack//Sign（台译：骇客时空）是2002年4月到9月在东京电视台系列播放的电视卡通，全26话，包含电视未播放的OVA则共有28话。
.Hack//Sign	BaiduTAG	动漫人物
.Hack//Sign	BaiduTAG	动画
.Hack//Sign	BaiduTAG	动漫
.Hack//Sign	中文名	骇客时空
.Hack//Sign	原作	Project.hack
.Hack//Sign	原版名称	.Hack//Sign
.Hack//Sign	发行时间	2002年4月到9月
.Hack//Sign	地区	日本
.Hack//Sign	音乐	梶浦由记
.IDL文件	BaiduTAG	计算机学
.IDL文件	BaiduTAG	公文
.IDL文件	中文名	.IDL文件
.IDL文件	外文名	Interface definition file
.IDL文件	性质	接口文件
.IDL文件	特点	形式上和C语言有很多不同
.INFO域名	BaiduTAG	网站
.Jobs	中文名	.Jobs
.Jobs	国家	美国
.Jobs	性质	国际域名,
.Jobs	运行公司	Employ Me-ia LLC
.La（无损音频压缩格式英文简称）	中文名	无损音频压缩格式
.La（无损音频压缩格式英文简称）	全称	LosslessAudio
.La（无损音频压缩格式英文简称）	外文名	.La
.La（无损音频压缩格式英文简称）	特征	目前的压缩比冠军
.La（老挝人民民主主义共和国顶级域名）	BaiduTAG	理学
.La（老挝人民民主主义共和国顶级域名）	BaiduTAG	互联网
.La（老挝人民民主主义共和国顶级域名）	中文名	老挝人民民主主义共和国顶级域名
.La（老挝人民民主主义共和国顶级域名）	同义	CN
.La（老挝人民民主主义共和国顶级域名）	外文名	Lao People's Democratic Republic
.NET	BaiduCARD	.NET是 Microsoft XML Web services 平台。XML Web services 允许<a>应用程序</a>通过 Internet 进行通讯和共享数据，而不管所采用的是哪种<a>操作系统</a>、设备或<a>编程语言</a>。Microsoft .NET 平台提供创建 XML Web services 并将这些服务集成在一起之所需。对个人用户的好处是无缝的、吸引人的体验。
.NET	BaiduTAG	网站
.NET	BaiduTAG	计算机学
.NET	BaiduTAG	互联网
.NET	BaiduTAG	计算机术语
.NET	BaiduTAG	科技
.NET	中文名	刀奈特
.NET	外文名	.Net
.NET	开发公司	微软
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	BaiduTAG	书籍
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	ISBN	9787505397187
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	作者	美国发赛特技术出版集团
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	出版时间	2004-4
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	出版社	电子工业出版社
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	定价	38.0
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	装帧	平装
.NET & XML Magazine 2002-2003 中文精华合集 （平装）	页数	414
.NET 2.0实训教程	BaiduTAG	书籍
.NET 2.0实训教程	ISBN	9787561134115
.NET 2.0实训教程	作者	马瑞新
.NET 2.0实训教程	出版时间	2006-12
.NET 2.0实训教程	出版社	第1版 (2006年12月1日)
.NET 2.0实训教程	定价	32.00元
.NET 2.0实训教程	装帧	平装
.NET 2.0实训教程	页数	302
.NET 2.0极限编程专家指南	BaiduTAG	书籍
.NET 2.0极限编程专家指南	ISBN	9787302169567
.NET 2.0极限编程专家指南	作者	皮尔森
.NET 2.0极限编程专家指南	出版时间	2008-3
.NET 2.0极限编程专家指南	出版社	清华大学
.NET 2.0极限编程专家指南	定价	38.00元
.NET 2.0极限编程专家指南	译者	张杰良
.NET 2.0极限编程专家指南	页数	291
.NET 2.0模式开发实战	BaiduTAG	书籍
.NET 2.0模式开发实战	ISBN	9787115153852
.NET 2.0模式开发实战	作者	戈洛斯
.NET 2.0模式开发实战	出版时间	2007-5
.NET 2.0模式开发实战	出版社	人民邮电出版社
.NET 2.0模式开发实战	副标题	Foundations of Object-Oriented Programming Using .NET 2.0 Patterns
.NET 2.0模式开发实战	定价	45.00元
.NET 2.0模式开发实战	译者	张凯峰
.NET 2.0模式开发实战	页数	305
.NET 3.5	BaiduTAG	计算机学
.NET 3.5与VB 2008高级编程	BaiduTAG	书籍
.NET 4.0面向对象编程漫谈	BaiduTAG	书籍
.NET 4.0面向对象编程漫谈	书名	.NET 4.0面向对象编程漫谈
.NET 4.0面向对象编程漫谈	出版社	电子工业出版社
.NET 4.0面向对象编程漫谈	开本	16
.NET 4.0面向对象编程漫谈	页数	339
.NET Compact Framework移动开发指南	BaiduTAG	书籍
.NET Compact Framework移动开发指南	ISBN	9787302140856
.NET Compact Framework移动开发指南	作者	颜友宁
.NET Compact Framework移动开发指南	出版时间	2006-11
.NET Compact Framework移动开发指南	出版社	第1版 (2006年11月1日)
.NET Compact Framework移动开发指南	定价	63.0
.NET Compact Framework移动开发指南	装帧	平装
.NET Compact Framework移动开发指南	页数	607
.NET Fram	BaiduTAG	计算机学
.NET Framework 2.0	BaiduCARD	<a>.NET Framework</a> 是支持生成和运行下一代<a>应用程序</a>和 XML Web services 的内部 Windows 组件。
.NET Framework 2.0	BaiduTAG	软件
.NET Framework 2.0	BaiduTAG	计算机学
.NET Framework 2.0	作用	支持生成和运行下一代<a>应用程序</a>
.NET Framework 2.0	外文名	.NET Framework 2.0
.NET Framework 2.0	特征	提供了意想不到的多样性
.NET Framework 2.0	简介	内部 Windows 组件
.NET Framework 2.0 程序设计	BaiduTAG	书籍
.NET Framework 2.0 程序设计	ISBN	9787040216448
.NET Framework 2.0 程序设计	定价	127.00元
.NET Framework 2.0高级编程	BaiduTAG	书籍
.NET Framework 2.0高级编程	书名	.NET Framework 2.0高级编程
.NET Framework 2.0高级编程	作者	（美）<a>达夫</a>著
.NET Framework 2.0高级编程	出版社	<a>清华大学出版社</a>
.NET Framework 2.0高级编程	译者	<a>王海涛</a>
.NET Framework 2.0高级编程	译者	陈宇寒
.NET Framework SDK	BaiduTAG	计算机学
.NET Framework SDK	BaiduTAG	书籍
.NET Framework应用程序开发	BaiduTAG	书籍
.NET Framework应用程序开发	ISBN	9787302271437
.NET Framework应用程序开发	作者	诺思拉
.NET Framework应用程序开发	出版时间	2012-1
.NET Framework应用程序开发	出版社	清华大学出版社
.NET Framework应用程序开发	副标题	.NET Framework应用程序开发
.NET Framework应用程序开发	原作名	MCTS Self-Paced Training Kit (Exam 70-536)Microsoft .NET Framework-Application Development Foundation, Second Edition
.NET Framework应用程序开发	定价	89.00元
.NET Framework应用程序开发	译者	黄艳                       /            刘彦博                       /            柴晓伟
.NET Framework应用程序开发	页数	596
.NET Framework编程思想	BaiduTAG	书籍
.NET Framework编程思想	ISBN	9787302058861
.NET Framework编程思想	作者	(美国)泰格斯等著
.NET Framework编程思想	作者	袁勤勇等译
.NET Framework编程思想	出版时间	2002-10
.NET Framework编程思想	出版社	清华大学出版社
.NET Framework编程思想	定价	35.0
.NET Framework编程思想	装帧	平装
.NET Framework编程思想	译者	泰格斯
.NET Framework编程思想	页数	233
.NET Framework高级编程	BaiduTAG	书籍
.NET Framework高级编程	ISBN	9787302054061
.NET Framework高级编程	作者	Kevin Hoffman                       /            Jeff Gabriel
.NET Framework高级编程	出版时间	2002-5-1
.NET Framework高级编程	出版社	清华大学出版社
.NET Framework高级编程	定价	68.00
.NET Framework高级编程	装帧	平装(无盘)
.NET Framework高级编程	译者	汪钟鸣
.NET Framework高级编程	页数	640
.NET Gadgeteer	BaiduCARD	NET Gadgeteer是一套用于创造不同用途的小型电子设备的开源工具集，使用.NET Micro Framework和Visual Studio/Visual C# Express，结合硬件模块和.NET软件，让用户能在不十分了解硬件知识的情况下，在数小时内创造出智能硬件，制造出<a>快速原型</a>设备，帮助教师设计新颖的交互教育仪器，帮助业余爱好者创造出想象中的事物。
.NET Gadgeteer	BaiduTAG	计算机学
.NET Gadgeteer	BaiduTAG	书籍
.NET Gadgeteer	ISBN	9787030399090
.NET Gadgeteer	书名	玩转.NETGadgeteer电子积木
.NET Gadgeteer	作者	Simon Taytor
.NET Gadgeteer	出版时间	2014-05-01
.NET Gadgeteer	出版社	科学出版社
.NET Gadgeteer	原版名称	Microsoft .NET Gadgeteer Electronics Projects for Hobbyists and Inventors
